episode,start_tick,reward,success_rate,lost,critical_lost,relocations,preemptive,sla,protected,energy,infeasible
236,98,28.5716,0.7500,7,2,90,90,2,17,2186.22,0
237,388,-37.0412,0.5500,16,7,81,79,2,4,1823.84,0
238,261,-0.6943,0.7000,12,5,84,83,2,6,2099.93,0
239,124,27.3369,0.8000,8,5,87,87,2,16,2265.39,1
240,33,45.8152,0.8500,5,2,90,90,2,16,2271.42,3
241,344,-17.7091,0.6250,14,5,83,81,0,10,1999.77,3
242,268,38.9002,0.8000,6,2,83,83,1,6,2181.94,1
243,99,26.1108,0.8000,8,2,88,88,3,16,2240.25,0
244,384,-16.2354,0.6500,14,4,84,83,0,5,2027.14,1
245,323,8.4204,0.7250,11,6,78,77,0,13,2130.81,3
246,440,12.6914,0.7250,11,4,79,75,2,11,2170.88,3
247,44,35.2532,0.8000,8,2,86,85,0,7,2268.95,1
248,320,11.0546,0.7000,11,2,79,79,2,13,2213.09,4
249,112,35.5973,0.7750,6,1,86,86,4,15,2206.32,2
250,159,-14.3464,0.6250,13,5,90,90,2,9,2102.85,2
251,481,-7.4296,0.6750,13,6,79,76,1,8,1958.63,0
252,195,18.0726,0.7250,9,3,78,77,5,6,2137.37,2
253,164,33.0489,0.8000,8,2,81,81,2,8,2345.99,2
254,483,8.1765,0.7250,11,4,87,84,0,9,2068.71,0
255,468,8.8637,0.6750,9,5,82,80,2,10,2047.44,0
256,300,-19.8164,0.6500,14,6,89,88,0,10,1972.31,3
257,27,28.4166,0.7750,8,1,87,85,1,14,2152.15,2
258,190,1.8872,0.6500,11,5,76,76,2,5,2069.18,0
259,263,19.2746,0.7500,10,5,78,76,1,6,2170.89,1
260,89,2.4942,0.7000,11,6,84,84,1,9,2062.91,2
261,292,10.6500,0.7000,10,3,85,84,1,9,2147.86,1
262,221,10.6960,0.6750,11,1,74,74,1,1,2122.15,2
263,279,31.9100,0.7750,8,2,83,81,2,8,2286.01,6
264,246,12.9414,0.7000,10,2,76,72,2,7,2032.51,1
265,480,-18.3591,0.6250,14,6,78,77,1,2,1761.77,1
266,94,21.0437,0.7250,8,3,87,87,2,11,2208.06,2
267,148,16.0229,0.7250,9,4,81,81,2,10,2128.98,1
268,172,23.3699,0.7500,9,2,77,77,2,10,2106.24,3
269,439,-6.1857,0.6750,13,5,73,71,1,7,1826.09,0
270,67,28.2998,0.7750,8,1,93,93,1,9,2247.90,1
271,351,-39.5671,0.5750,17,9,82,80,0,11,1936.23,2
272,381,-36.0639,0.5750,17,8,82,82,0,7,1976.59,1
273,222,-4.4612,0.6750,13,4,78,78,2,2,2018.56,2
274,333,8.0121,0.7000,12,1,81,81,0,14,2039.07,2
275,337,-9.6597,0.6750,13,6,80,80,2,11,2040.95,3
276,112,32.7965,0.7750,6,3,89,89,2,15,2223.78,0
277,222,9.1411,0.7000,10,4,82,79,3,9,2205.18,1
278,239,29.8757,0.7750,8,5,73,72,0,8,2155.77,0
279,359,-37.9280,0.5750,17,7,79,79,0,5,1791.88,0
280,57,28.9837,0.7750,7,3,86,86,3,11,2246.03,2
281,124,31.1395,0.7750,7,3,82,82,2,15,2132.89,3
282,301,-29.0792,0.6250,15,10,84,84,0,5,1953.03,0
283,371,31.3971,0.7750,8,2,79,74,1,14,2258.14,3
284,404,-25.4834,0.6250,15,6,84,81,2,6,1911.59,5
285,237,14.8619,0.7500,10,6,75,75,1,9,2007.52,0
286,266,12.8676,0.7000,8,6,87,87,2,5,2160.23,2
287,474,-5.0117,0.6250,12,5,75,73,1,7,1895.19,4
288,57,12.2729,0.7500,10,5,81,81,2,8,2103.34,1
289,77,54.5863,0.8500,4,2,84,83,2,18,2383.43,0
290,436,11.6327,0.7250,11,2,81,79,0,9,1921.65,4
291,144,18.6778,0.7500,10,3,74,73,2,12,2117.13,4
292,228,39.7690,0.8000,6,3,75,72,4,9,2170.24,3
293,250,9.1557,0.6750,11,2,71,71,2,6,2053.24,3
294,82,30.9139,0.8000,8,4,83,83,1,9,2346.07,2
295,221,17.5566,0.7250,10,4,75,75,1,3,2067.63,3
296,18,6.8142,0.7250,11,3,87,87,1,16,2075.04,1
297,296,40.2011,0.8500,6,4,88,86,0,16,2304.45,5
298,53,21.0730,0.7750,9,5,82,82,1,8,2142.28,5
299,332,13.6893,0.7250,10,4,86,83,2,11,2312.84,3
300,68,38.1918,0.7500,6,0,83,83,1,10,2182.41,0
301,264,3.4466,0.7000,12,5,77,77,0,5,2031.61,1
302,299,-3.2059,0.6750,13,4,79,78,0,7,2139.27,9
303,288,20.1110,0.7250,9,3,81,81,2,8,2113.69,7
304,332,-15.0584,0.6500,14,3,83,83,1,10,1974.21,4
305,315,1.4204,0.7000,11,5,83,81,3,10,2116.59,12
306,95,0.7937,0.7000,10,7,90,90,3,12,2075.89,2
307,64,34.2330,0.7500,5,1,87,86,5,14,2180.30,2
308,148,-6.7643,0.6750,13,5,85,85,0,8,1990.63,0
309,64,5.9372,0.7000,10,3,93,93,2,10,2237.09,6
310,375,-11.9153,0.6500,14,5,77,75,0,10,1950.31,1
311,329,4.2892,0.7250,11,5,82,79,2,10,2041.40,3
312,326,-19.0300,0.6500,14,7,83,83,1,9,1998.06,5
313,280,6.7507,0.6750,10,2,85,84,3,10,2088.22,1
314,217,45.6304,0.8250,5,3,80,78,4,14,2254.03,4
315,127,5.9594,0.7250,11,5,87,87,1,11,2051.67,6
316,421,-22.4974,0.6000,16,6,72,71,0,8,1783.38,4
317,208,-2.0470,0.6750,12,5,80,80,2,3,2001.24,8
318,149,44.2709,0.8250,5,2,82,82,3,17,2209.09,5
319,269,17.2713,0.7500,10,5,79,79,0,10,2117.74,7
320,54,52.0231,0.8750,5,1,91,90,2,15,2372.04,6
