episode,start_tick,reward,success_rate,lost,critical_lost,relocations,preemptive,sla,protected,energy,infeasible
399,468,-16.7064,0.7000,12,4,81,79,0,7,2090.48,2
400,311,-10.7746,0.7250,11,4,80,80,1,8,2120.47,6
401,114,21.7251,0.8250,7,1,82,82,1,15,2384.73,3
402,351,-40.9379,0.6000,16,3,79,79,0,9,1892.13,1
403,443,-23.7816,0.6500,12,6,75,73,2,7,1993.51,1
404,440,-42.0298,0.5750,16,5,73,71,1,4,1921.69,5
405,296,-1.4874,0.7000,7,5,83,83,6,6,2206.18,11
406,18,-16.0980,0.7000,12,6,76,76,0,8,2037.51,4
407,261,5.3695,0.7500,8,4,78,78,2,4,2094.33,5
408,248,-23.3610,0.6500,12,4,79,78,2,0,1968.10,5
