episode,start_tick,reward,success_rate,lost,critical_lost,relocations,preemptive,sla,protected,energy,infeasible,source_artifact
252,195,18.0726,0.725,9,3,78,77,5,6,2137.37,2,python-ai/saved_models/marl/mappo_history.csv
253,164,33.0489,0.8,8,2,81,81,2,8,2345.99,2,python-ai/saved_models/marl/mappo_history.csv
254,483,8.1765,0.725,11,4,87,84,0,9,2068.71,0,python-ai/saved_models/marl/mappo_history.csv
255,468,8.8637,0.675,9,5,82,80,2,10,2047.44,0,python-ai/saved_models/marl/mappo_history.csv
256,300,-19.8164,0.65,14,6,89,88,0,10,1972.31,3,python-ai/saved_models/marl/mappo_history.csv
257,27,28.4166,0.775,8,1,87,85,1,14,2152.15,2,python-ai/saved_models/marl/mappo_history.csv
258,190,1.8872,0.65,11,5,76,76,2,5,2069.18,0,python-ai/saved_models/marl/mappo_history.csv
259,263,19.2746,0.75,10,5,78,76,1,6,2170.89,1,python-ai/saved_models/marl/mappo_history.csv
260,89,2.4942,0.7,11,6,84,84,1,9,2062.91,2,python-ai/saved_models/marl/mappo_history.csv
261,292,10.65,0.7,10,3,85,84,1,9,2147.86,1,python-ai/saved_models/marl/mappo_history.csv
262,221,10.696,0.675,11,1,74,74,1,1,2122.15,2,python-ai/saved_models/marl/mappo_history.csv
263,279,31.91,0.775,8,2,83,81,2,8,2286.01,6,python-ai/saved_models/marl/mappo_history.csv
264,246,12.9414,0.7,10,2,76,72,2,7,2032.51,1,python-ai/saved_models/marl/mappo_history.csv
265,480,-18.3591,0.625,14,6,78,77,1,2,1761.77,1,python-ai/saved_models/marl/mappo_history.csv
266,94,21.0437,0.725,8,3,87,87,2,11,2208.06,2,python-ai/saved_models/marl/mappo_history.csv
267,148,16.0229,0.725,9,4,81,81,2,10,2128.98,1,python-ai/saved_models/marl/mappo_history.csv
268,172,23.3699,0.75,9,2,77,77,2,10,2106.24,3,python-ai/saved_models/marl/mappo_history.csv
269,439,-6.1857,0.675,13,5,73,71,1,7,1826.09,0,python-ai/saved_models/marl/mappo_history.csv
270,67,28.2998,0.775,8,1,93,93,1,9,2247.9,1,python-ai/saved_models/marl/mappo_history.csv
271,351,-39.5671,0.575,17,9,82,80,0,11,1936.23,2,python-ai/saved_models/marl/mappo_history.csv
272,381,-36.0639,0.575,17,8,82,82,0,7,1976.59,1,python-ai/saved_models/marl/mappo_history.csv
273,222,-4.4612,0.675,13,4,78,78,2,2,2018.56,2,python-ai/saved_models/marl/mappo_history.csv
274,333,8.0121,0.7,12,1,81,81,0,14,2039.07,2,python-ai/saved_models/marl/mappo_history.csv
275,337,-9.6597,0.675,13,6,80,80,2,11,2040.95,3,python-ai/saved_models/marl/mappo_history.csv
276,112,32.7965,0.775,6,3,89,89,2,15,2223.78,0,python-ai/saved_models/marl/mappo_history.csv
277,222,9.1411,0.7,10,4,82,79,3,9,2205.18,1,python-ai/saved_models/marl/mappo_history.csv
278,239,29.8757,0.775,8,5,73,72,0,8,2155.77,0,python-ai/saved_models/marl/mappo_history.csv
279,359,-37.928,0.575,17,7,79,79,0,5,1791.88,0,python-ai/saved_models/marl/mappo_history.csv
280,57,28.9837,0.775,7,3,86,86,3,11,2246.03,2,python-ai/saved_models/marl/mappo_history.csv
281,124,31.1395,0.775,7,3,82,82,2,15,2132.89,3,python-ai/saved_models/marl/mappo_history.csv
282,301,-29.0792,0.625,15,10,84,84,0,5,1953.03,0,python-ai/saved_models/marl/mappo_history.csv
283,371,31.3971,0.775,8,2,79,74,1,14,2258.14,3,python-ai/saved_models/marl/mappo_history.csv
284,404,-25.4834,0.625,15,6,84,81,2,6,1911.59,5,python-ai/saved_models/marl/mappo_history.csv
285,237,14.8619,0.75,10,6,75,75,1,9,2007.52,0,python-ai/saved_models/marl/mappo_history.csv
286,266,12.8676,0.7,8,6,87,87,2,5,2160.23,2,python-ai/saved_models/marl/mappo_history.csv
287,474,-5.0117,0.625,12,5,75,73,1,7,1895.19,4,python-ai/saved_models/marl/mappo_history.csv
288,57,12.2729,0.75,10,5,81,81,2,8,2103.34,1,python-ai/saved_models/marl/mappo_history.csv
289,77,54.5863,0.85,4,2,84,83,2,18,2383.43,0,python-ai/saved_models/marl/mappo_history.csv
290,436,11.6327,0.725,11,2,81,79,0,9,1921.65,4,python-ai/saved_models/marl/mappo_history.csv
291,144,18.6778,0.75,10,3,74,73,2,12,2117.13,4,python-ai/saved_models/marl/mappo_history.csv
292,228,39.769,0.8,6,3,75,72,4,9,2170.24,3,python-ai/saved_models/marl/mappo_history.csv
293,250,9.1557,0.675,11,2,71,71,2,6,2053.24,3,python-ai/saved_models/marl/mappo_history.csv
294,82,30.9139,0.8,8,4,83,83,1,9,2346.07,2,python-ai/saved_models/marl/mappo_history.csv
295,221,17.5566,0.725,10,4,75,75,1,3,2067.63,3,python-ai/saved_models/marl/mappo_history.csv
296,18,6.8142,0.725,11,3,87,87,1,16,2075.04,1,python-ai/saved_models/marl/mappo_history.csv
297,296,40.2011,0.85,6,4,88,86,0,16,2304.45,5,python-ai/saved_models/marl/mappo_history.csv
298,53,21.073,0.775,9,5,82,82,1,8,2142.28,5,python-ai/saved_models/marl/mappo_history.csv
299,332,13.6893,0.725,10,4,86,83,2,11,2312.84,3,python-ai/saved_models/marl/mappo_history.csv
300,68,38.1918,0.75,6,0,83,83,1,10,2182.41,0,python-ai/saved_models/marl/mappo_history.csv
301,264,3.4466,0.7,12,5,77,77,0,5,2031.61,1,python-ai/saved_models/marl/mappo_history.csv
302,299,-3.2059,0.675,13,4,79,78,0,7,2139.27,9,python-ai/saved_models/marl/mappo_history.csv
303,288,20.111,0.725,9,3,81,81,2,8,2113.69,7,python-ai/saved_models/marl/mappo_history.csv
304,332,-15.0584,0.65,14,3,83,83,1,10,1974.21,4,python-ai/saved_models/marl/mappo_history.csv
305,315,1.4204,0.7,11,5,83,81,3,10,2116.59,12,python-ai/saved_models/marl/mappo_history.csv
306,95,0.7937,0.7,10,7,90,90,3,12,2075.89,2,python-ai/saved_models/marl/mappo_history.csv
307,64,34.233,0.75,5,1,87,86,5,14,2180.3,2,python-ai/saved_models/marl/mappo_history.csv
308,148,-6.7643,0.675,13,5,85,85,0,8,1990.63,0,python-ai/saved_models/marl/mappo_history.csv
309,64,5.9372,0.7,10,3,93,93,2,10,2237.09,6,python-ai/saved_models/marl/mappo_history.csv
310,375,-11.9153,0.65,14,5,77,75,0,10,1950.31,1,python-ai/saved_models/marl/mappo_history.csv
311,329,4.2892,0.725,11,5,82,79,2,10,2041.4,3,python-ai/saved_models/marl/mappo_history.csv
312,326,-19.03,0.65,14,7,83,83,1,9,1998.06,5,python-ai/saved_models/marl/mappo_history.csv
313,280,6.7507,0.675,10,2,85,84,3,10,2088.22,1,python-ai/saved_models/marl/mappo_history.csv
314,217,45.6304,0.825,5,3,80,78,4,14,2254.03,4,python-ai/saved_models/marl/mappo_history.csv
315,127,5.9594,0.725,11,5,87,87,1,11,2051.67,6,python-ai/saved_models/marl/mappo_history.csv
316,421,-22.4974,0.6,16,6,72,71,0,8,1783.38,4,python-ai/saved_models/marl/mappo_history.csv
317,208,-2.047,0.675,12,5,80,80,2,3,2001.24,8,python-ai/saved_models/marl/mappo_history.csv
318,149,44.2709,0.825,5,2,82,82,3,17,2209.09,5,python-ai/saved_models/marl/mappo_history.csv
319,269,17.2713,0.75,10,5,79,79,0,10,2117.74,7,python-ai/saved_models/marl/mappo_history.csv
320,54,52.0231,0.875,5,1,91,90,2,15,2372.04,6,python-ai/saved_models/marl/mappo_history.csv
321,186,9.0264,0.675,10,3,82,81,1,4,2051.2,2,python-ai/saved_models/marl/mappo_history.csv
322,240,-6.6798,0.65,13,8,70,70,2,2,2021.31,3,python-ai/saved_models/marl/mappo_history.csv
323,129,36.8887,0.8,7,3,81,81,1,16,2251.04,1,python-ai/saved_models/marl/mappo_history.csv
324,9,13.6088,0.725,10,5,78,78,1,10,2101.53,4,python-ai/saved_models/marl/mappo_history.csv
325,378,-25.1033,0.625,15,7,83,82,0,5,1950.46,1,python-ai/saved_models/marl/mappo_history.csv
326,296,14.6992,0.75,10,6,81,78,1,13,2248.23,17,python-ai/saved_models/marl/mappo_history.csv
327,479,-19.7096,0.625,15,6,72,68,0,3,1838.63,9,python-ai/saved_models/marl/mappo_history.csv
328,315,12.4247,0.725,10,4,90,90,1,9,2326.46,8,python-ai/saved_models/marl/mappo_history.csv
329,158,20.8673,0.725,8,3,83,83,2,7,2115.41,1,python-ai/saved_models/marl/mappo_history.csv
330,172,1.8355,0.675,10,4,83,83,3,8,1972.34,2,python-ai/saved_models/marl/mappo_history.csv
331,480,3.32,0.675,11,4,78,77,3,2,1907.35,5,python-ai/saved_models/marl/mappo_history.csv
332,13,39.3352,0.775,5,1,88,87,2,20,2225.43,5,python-ai/saved_models/marl/mappo_history.csv
333,134,12.3807,0.75,9,6,84,84,2,11,2120.9,10,python-ai/saved_models/marl/mappo_history.csv
334,137,4.8393,0.725,11,5,84,83,1,11,2007.3,7,python-ai/saved_models/marl/mappo_history.csv
335,394,-10.1574,0.65,13,5,75,73,4,9,1934.88,1,python-ai/saved_models/marl/mappo_history.csv
336,427,-3.2787,0.65,12,4,77,77,3,6,2021.19,5,python-ai/saved_models/marl/mappo_history.csv
337,185,15.727,0.7,9,2,81,81,2,4,2121.59,10,python-ai/saved_models/marl/mappo_history.csv
338,326,32.7921,0.775,8,2,78,77,0,15,2229.63,9,python-ai/saved_models/marl/mappo_history.csv
339,467,-11.6084,0.65,13,6,77,76,2,3,1865.55,12,python-ai/saved_models/marl/mappo_history.csv
340,116,44.0794,0.85,6,4,82,82,0,9,2356.94,5,python-ai/saved_models/marl/mappo_history.csv
341,300,18.993,0.75,9,6,80,79,1,8,2188.81,4,python-ai/saved_models/marl/mappo_history.csv
342,309,25.2477,0.775,8,3,87,85,2,12,2191.8,3,python-ai/saved_models/marl/mappo_history.csv
343,480,-7.6149,0.675,13,8,70,69,1,7,1888.36,11,python-ai/saved_models/marl/mappo_history.csv
344,262,30.1506,0.75,7,2,80,79,3,8,2260.75,5,python-ai/saved_models/marl/mappo_history.csv
345,169,27.325,0.775,9,2,80,80,1,11,2222.44,3,python-ai/saved_models/marl/mappo_history.csv
346,324,6.6298,0.725,11,5,77,77,1,9,1965.24,15,python-ai/saved_models/marl/mappo_history.csv
347,322,29.3333,0.775,9,3,75,74,0,10,2275.91,14,python-ai/saved_models/marl/mappo_history.csv
348,423,-11.094,0.625,12,6,78,78,2,3,1887.32,11,python-ai/saved_models/marl/mappo_history.csv
349,421,-6.7737,0.675,13,6,79,78,2,8,1986.27,7,python-ai/saved_models/marl/mappo_history.csv
350,20,-4.2652,0.675,12,5,82,82,1,8,1988.38,13,python-ai/saved_models/marl/mappo_history.csv
351,310,17.1797,0.75,9,4,86,83,2,14,2227.2,16,python-ai/saved_models/marl/mappo_history.csv
352,443,23.2506,0.75,9,4,78,74,1,9,2122.18,4,python-ai/saved_models/marl/mappo_history.csv
353,345,-24.4122,0.625,15,6,83,83,0,11,1942.61,13,python-ai/saved_models/marl/mappo_history.csv
354,456,19.3643,0.75,9,3,85,84,3,9,1969.06,5,python-ai/saved_models/marl/mappo_history.csv
355,268,3.3074,0.7,12,4,76,76,0,8,1974.12,6,python-ai/saved_models/marl/mappo_history.csv
356,395,1.0674,0.7,12,6,74,72,0,8,1922.2,9,python-ai/saved_models/marl/mappo_history.csv
357,93,33.495,0.775,7,3,81,81,1,13,2262.27,1,python-ai/saved_models/marl/mappo_history.csv
358,142,26.7502,0.775,8,5,82,82,0,12,2164.01,4,python-ai/saved_models/marl/mappo_history.csv
359,313,28.1643,0.775,9,2,79,78,1,12,2211.7,11,python-ai/saved_models/marl/mappo_history.csv
360,234,24.2096,0.75,8,4,77,77,3,5,2130.28,3,python-ai/saved_models/marl/mappo_history.csv
361,387,-22.8614,0.625,15,7,73,70,0,9,1918.75,19,python-ai/saved_models/marl/mappo_history.csv
362,204,19.7761,0.775,9,4,83,83,1,7,2077.95,9,python-ai/saved_models/marl/mappo_history.csv
363,117,26.0238,0.75,8,2,81,81,1,13,2288.95,22,python-ai/saved_models/marl/mappo_history.csv
364,339,-2.8043,0.675,12,6,80,79,2,11,2073.54,14,python-ai/saved_models/marl/mappo_history.csv
365,457,13.8887,0.7,9,3,79,77,4,15,2068.0,5,python-ai/saved_models/marl/mappo_history.csv
366,404,3.2013,0.675,12,2,77,75,3,10,1916.86,3,python-ai/saved_models/marl/mappo_history.csv
367,490,-7.0716,0.625,14,4,67,66,0,3,1907.3,19,python-ai/saved_models/marl/mappo_history.csv
368,473,-8.328,0.675,13,7,81,78,0,4,1927.93,10,python-ai/saved_models/marl/mappo_history.csv
369,96,31.9592,0.775,7,3,75,75,2,15,2140.35,16,python-ai/saved_models/marl/mappo_history.csv
370,353,4.0207,0.7,12,3,75,73,1,14,2244.31,17,python-ai/saved_models/marl/mappo_history.csv
371,142,33.932,0.775,7,3,79,79,2,14,2235.37,6,python-ai/saved_models/marl/mappo_history.csv
372,352,13.197,0.725,9,4,83,82,2,14,2090.67,9,python-ai/saved_models/marl/mappo_history.csv
373,16,0.8389,0.65,12,4,71,70,0,6,2025.8,5,python-ai/saved_models/marl/mappo_history.csv
374,53,40.9701,0.825,6,3,84,84,1,14,2238.1,11,python-ai/saved_models/marl/mappo_history.csv
375,241,14.663,0.7,10,4,74,74,2,5,2087.79,2,python-ai/saved_models/marl/mappo_history.csv
376,392,-5.6855,0.65,12,5,77,77,2,5,1998.72,6,python-ai/saved_models/marl/mappo_history.csv
377,214,15.7678,0.725,10,3,78,78,2,6,2191.13,20,python-ai/saved_models/marl/mappo_history.csv
378,341,3.607,0.7,12,3,78,75,0,8,2069.98,15,python-ai/saved_models/marl/mappo_history.csv
379,471,-3.6335,0.675,13,6,71,70,1,5,1945.32,11,python-ai/saved_models/marl/mappo_history.csv
380,151,8.432,0.65,9,3,76,75,4,11,2124.85,11,python-ai/saved_models/marl/mappo_history.csv
381,52,29.4155,0.775,8,4,83,83,1,6,2212.22,5,python-ai/saved_models/marl/mappo_history.csv
382,53,5.8893,0.7,11,6,77,76,0,10,2045.76,16,python-ai/saved_models/marl/mappo_history.csv
383,130,10.2341,0.725,11,5,72,72,0,14,1986.1,15,python-ai/saved_models/marl/mappo_history.csv
384,96,17.287,0.75,10,4,73,73,0,14,2142.56,16,python-ai/saved_models/marl/mappo_history.csv
385,78,23.4035,0.775,8,6,81,81,2,10,2325.52,19,python-ai/saved_models/marl/mappo_history.csv
386,374,-36.1755,0.6,16,8,83,82,0,7,1852.76,10,python-ai/saved_models/marl/mappo_history.csv
387,436,4.3926,0.7,12,6,67,66,2,9,2009.47,8,python-ai/saved_models/marl/mappo_history.csv
388,124,27.8429,0.75,7,3,84,83,2,16,2229.14,8,python-ai/saved_models/marl/mappo_history.csv
389,15,-0.5243,0.675,12,6,72,71,1,10,1959.27,8,python-ai/saved_models/marl/mappo_history.csv
390,117,41.1389,0.825,7,1,79,79,0,14,2224.31,19,python-ai/saved_models/marl/mappo_history.csv
391,27,33.2861,0.8,7,2,77,76,3,10,2196.81,27,python-ai/saved_models/marl/mappo_history.csv
392,213,16.0609,0.75,10,5,76,76,1,7,2172.44,17,python-ai/saved_models/marl/mappo_history.csv
393,49,22.9932,0.775,9,4,77,77,1,7,2149.89,11,python-ai/saved_models/marl/mappo_history.csv
394,245,28.4459,0.775,8,4,76,75,2,9,2187.31,6,python-ai/saved_models/marl/mappo_history.csv
395,197,20.4593,0.75,9,4,79,77,0,7,2159.82,14,python-ai/saved_models/marl/mappo_history.csv
396,284,11.1207,0.7,10,4,77,77,4,7,2078.31,7,python-ai/saved_models/marl/mappo_history.csv
397,414,-12.1193,0.65,14,6,76,73,0,5,1979.9,14,python-ai/saved_models/marl/mappo_history.csv
398,426,41.4503,0.8,7,1,77,76,2,11,2221.46,9,python-ai/saved_models/marl/mappo_history.csv
399,468,-25.1884,0.6,16,7,66,64,1,3,1904.81,22,python-ai/saved_models/marl/mappo_history.csv
400,311,19.9554,0.775,9,5,80,80,1,10,2168.49,4,python-ai/saved_models/marl/mappo_history.csv
401,114,32.4374,0.775,7,4,74,74,2,21,2196.02,10,python-ai/saved_models/marl/mappo_history.csv
402,351,-1.5347,0.675,12,4,81,80,0,9,1999.09,9,python-ai/saved_models/marl/mappo_history.csv
403,443,-12.4515,0.65,14,6,77,76,1,3,1987.77,6,python-ai/saved_models/marl/mappo_history.csv
404,440,5.9404,0.725,11,6,78,77,2,7,1989.85,11,python-ai/saved_models/marl/mappo_history.csv
405,296,24.2928,0.75,9,3,78,78,1,13,2250.78,15,python-ai/saved_models/marl/mappo_history.csv
406,18,6.153,0.675,11,4,74,74,1,12,1957.97,10,python-ai/saved_models/marl/mappo_history.csv
407,261,23.5682,0.75,9,2,78,75,1,5,2135.48,18,python-ai/saved_models/marl/mappo_history.csv
408,248,27.0265,0.725,8,1,80,79,3,6,2137.93,7,python-ai/saved_models/marl/mappo_history.csv
409,392,0.7463,0.65,12,3,77,76,1,7,1996.53,20,python-ai/saved_models/marl/mappo_history.csv
410,385,-4.1723,0.675,12,5,82,82,2,9,2121.45,12,python-ai/saved_models/marl/mappo_history.csv
411,303,-5.0571,0.675,13,8,77,77,0,7,2113.42,16,python-ai/saved_models/marl/mappo_history.csv
412,392,-10.9236,0.65,14,6,75,72,0,5,2067.67,14,python-ai/saved_models/marl/mappo_history.csv
413,148,9.0866,0.7,10,3,79,78,2,11,2208.33,18,python-ai/saved_models/marl/mappo_history.csv
414,319,0.9648,0.7,12,4,84,83,1,11,2166.7,22,python-ai/saved_models/marl/mappo_history.csv
415,437,-13.4023,0.65,14,5,70,68,1,8,1936.64,15,python-ai/saved_models/marl/mappo_history.csv
416,470,12.3166,0.725,10,7,69,68,1,9,1995.44,10,python-ai/saved_models/marl/mappo_history.csv
417,291,27.6584,0.775,8,3,78,76,1,12,2185.72,25,python-ai/saved_models/marl/mappo_history.csv
418,153,38.3942,0.825,7,2,84,83,1,15,2360.6,22,python-ai/saved_models/marl/mappo_history.csv
419,301,16.838,0.725,9,2,84,84,1,12,2154.11,10,python-ai/saved_models/marl/mappo_history.csv
420,486,18.7564,0.75,10,5,70,69,0,7,2000.31,14,python-ai/saved_models/marl/mappo_history.csv
421,199,37.4096,0.8,7,4,75,74,2,7,2182.66,11,python-ai/saved_models/marl/mappo_history.csv
422,21,14.879,0.725,10,3,78,77,1,11,1995.81,19,python-ai/saved_models/marl/mappo_history.csv
423,315,0.7643,0.675,13,3,68,67,1,10,2069.86,13,python-ai/saved_models/marl/mappo_history.csv
424,263,26.7111,0.725,9,2,67,65,0,8,2135.68,4,python-ai/saved_models/marl/mappo_history.csv
425,158,7.9641,0.7,11,4,78,77,1,11,2212.38,11,python-ai/saved_models/marl/mappo_history.csv
426,208,35.2684,0.775,8,2,75,75,1,7,2223.25,16,python-ai/saved_models/marl/mappo_history.csv
427,135,-6.8438,0.675,13,6,81,81,1,11,2093.61,15,python-ai/saved_models/marl/mappo_history.csv
428,81,36.0151,0.8,8,3,75,75,0,10,2185.5,18,python-ai/saved_models/marl/mappo_history.csv
429,475,-17.682,0.6,14,7,75,74,1,4,1939.89,23,python-ai/saved_models/marl/mappo_history.csv
430,400,13.7581,0.75,10,5,71,68,3,11,2073.37,9,python-ai/saved_models/marl/mappo_history.csv
431,348,-6.6421,0.675,12,6,82,81,2,12,2080.22,17,python-ai/saved_models/marl/mappo_history.csv
432,224,14.3326,0.725,11,2,76,76,1,3,2162.71,30,python-ai/saved_models/marl/mappo_history.csv
433,71,33.3576,0.775,7,5,73,73,1,10,2212.51,18,python-ai/saved_models/marl/mappo_history.csv
434,446,0.1187,0.625,12,4,69,67,4,8,1941.63,7,python-ai/saved_models/marl/mappo_history.csv
435,104,20.4171,0.775,9,5,78,78,0,14,2179.91,25,python-ai/saved_models/marl/mappo_history.csv
436,267,1.1375,0.675,12,3,79,79,2,6,2127.35,18,python-ai/saved_models/marl/mappo_history.csv
437,20,42.1161,0.8,6,3,76,75,2,11,2260.1,9,python-ai/saved_models/marl/mappo_history.csv
438,145,8.866,0.675,10,4,71,71,1,11,2040.93,12,python-ai/saved_models/marl/mappo_history.csv
439,405,-7.8854,0.65,14,4,72,72,1,10,1873.99,7,python-ai/saved_models/marl/mappo_history.csv
440,254,-9.4971,0.675,13,7,85,84,0,4,2037.31,15,python-ai/saved_models/marl/mappo_history.csv
441,489,14.6754,0.725,11,3,66,63,1,6,1940.21,16,python-ai/saved_models/marl/mappo_history.csv
442,201,18.8831,0.75,10,4,75,75,1,5,2088.34,11,python-ai/saved_models/marl/mappo_history.csv
443,375,-2.2294,0.675,13,5,70,69,0,10,2076.63,16,python-ai/saved_models/marl/mappo_history.csv
444,210,11.9782,0.675,10,2,68,67,2,3,2052.64,9,python-ai/saved_models/marl/mappo_history.csv
445,59,27.9314,0.775,8,5,78,78,1,6,2208.88,10,python-ai/saved_models/marl/mappo_history.csv
446,338,-14.6392,0.65,14,7,74,72,0,11,2060.53,9,python-ai/saved_models/marl/mappo_history.csv
447,128,8.2305,0.725,11,5,76,76,0,13,2123.09,17,python-ai/saved_models/marl/mappo_history.csv
448,348,-7.4729,0.675,13,6,73,72,0,10,2045.15,25,python-ai/saved_models/marl/mappo_history.csv
449,101,-3.432,0.675,13,5,68,68,0,9,2070.28,17,python-ai/saved_models/marl/mappo_history.csv
450,20,32.7313,0.8,7,3,86,86,3,6,2238.77,18,python-ai/saved_models/marl/mappo_history.csv
451,474,20.3811,0.75,9,3,79,78,3,9,2119.14,13,python-ai/saved_models/marl/mappo_history.csv
452,82,50.09,0.85,6,3,69,69,1,9,2287.68,21,python-ai/saved_models/marl/mappo_history.csv
453,103,35.6337,0.775,6,0,81,80,5,16,2191.5,19,python-ai/saved_models/marl/mappo_history.csv
454,67,49.1482,0.85,6,3,71,71,1,15,2190.29,22,python-ai/saved_models/marl/mappo_history.csv
455,366,-14.1834,0.625,14,4,73,73,1,8,1962.9,18,python-ai/saved_models/marl/mappo_history.csv
456,179,25.1625,0.75,10,3,69,69,1,6,2171.11,12,python-ai/saved_models/marl/mappo_history.csv
457,457,5.3288,0.7,11,5,76,74,2,4,2030.14,19,python-ai/saved_models/marl/mappo_history.csv
458,52,27.3783,0.775,9,2,74,74,0,12,2172.7,26,python-ai/saved_models/marl/mappo_history.csv
459,439,-11.4156,0.65,14,7,67,65,1,1,1896.02,6,python-ai/saved_models/marl/mappo_history.csv
460,419,4.8329,0.725,11,6,77,75,1,10,1988.0,7,python-ai/saved_models/marl/mappo_history.csv
461,164,17.3365,0.725,11,3,69,69,1,6,2146.5,8,python-ai/saved_models/marl/mappo_history.csv
462,368,-19.8254,0.625,15,6,74,73,0,12,1956.47,11,python-ai/saved_models/marl/mappo_history.csv
463,241,28.3697,0.775,9,4,71,69,0,9,2229.88,32,python-ai/saved_models/marl/mappo_history.csv
464,411,-1.0259,0.7,12,7,75,71,3,9,2065.6,13,python-ai/saved_models/marl/mappo_history.csv
465,431,9.141,0.675,10,4,74,74,4,8,2061.73,7,python-ai/saved_models/marl/mappo_history.csv
466,157,14.9847,0.725,9,6,74,74,3,8,2096.01,12,python-ai/saved_models/marl/mappo_history.csv
467,318,9.1861,0.725,11,4,78,78,0,10,2111.87,20,python-ai/saved_models/marl/mappo_history.csv
468,100,26.5797,0.8,8,4,74,73,5,11,2198.43,20,python-ai/saved_models/marl/mappo_history.csv
469,99,21.242,0.75,9,4,75,75,1,12,2086.27,18,python-ai/saved_models/marl/mappo_history.csv
470,293,-2.3331,0.675,13,2,76,76,1,6,2089.68,16,python-ai/saved_models/marl/mappo_history.csv
471,473,8.4068,0.7,11,5,63,61,2,8,1893.71,19,python-ai/saved_models/marl/mappo_history.csv
472,300,18.1497,0.75,10,4,73,73,1,11,2187.97,23,python-ai/saved_models/marl/mappo_history.csv
473,302,4.1443,0.7,12,4,78,77,0,7,2043.32,18,python-ai/saved_models/marl/mappo_history.csv
474,350,6.4573,0.725,11,4,78,77,1,12,2094.12,6,python-ai/saved_models/marl/mappo_history.csv
475,460,9.1522,0.7,11,4,69,68,1,8,1978.79,12,python-ai/saved_models/marl/mappo_history.csv
476,14,20.3504,0.75,8,4,78,76,3,9,2045.97,13,python-ai/saved_models/marl/mappo_history.csv
477,22,29.3962,0.775,8,3,77,76,2,4,2201.47,20,python-ai/saved_models/marl/mappo_history.csv
478,41,25.7148,0.775,8,3,80,80,2,8,2121.22,11,python-ai/saved_models/marl/mappo_history.csv
479,190,21.1446,0.75,10,4,70,68,1,6,2272.05,24,python-ai/saved_models/marl/mappo_history.csv
480,428,25.2,0.775,8,4,85,82,2,13,2122.44,14,python-ai/saved_models/marl/mappo_history.csv
481,454,3.0918,0.7,12,4,73,68,3,10,1935.19,3,python-ai/saved_models/marl/mappo_history.csv
482,244,14.3219,0.725,10,7,71,71,1,3,2128.51,14,python-ai/saved_models/marl/mappo_history.csv
483,334,-2.1276,0.7,12,6,75,75,2,9,1985.17,10,python-ai/saved_models/marl/mappo_history.csv
484,144,27.8049,0.75,8,3,77,77,2,14,2270.83,12,python-ai/saved_models/marl/mappo_history.csv
485,108,25.6443,0.775,9,3,77,76,0,19,2199.15,19,python-ai/saved_models/marl/mappo_history.csv
486,407,-13.0427,0.65,14,6,70,68,1,4,2049.77,25,python-ai/saved_models/marl/mappo_history.csv
487,448,3.2869,0.7,12,7,69,65,0,5,1913.31,8,python-ai/saved_models/marl/mappo_history.csv
488,366,6.4269,0.7,11,6,72,70,1,9,2123.06,11,python-ai/saved_models/marl/mappo_history.csv
489,60,36.7176,0.775,6,3,76,76,3,13,2280.68,21,python-ai/saved_models/marl/mappo_history.csv
490,85,-0.6513,0.675,12,6,71,70,1,10,2057.81,13,python-ai/saved_models/marl/mappo_history.csv
491,188,3.9231,0.7,11,5,70,69,4,4,2094.33,2,python-ai/saved_models/marl/mappo_history.csv
492,242,14.8748,0.7,9,4,72,71,4,3,1988.18,3,python-ai/saved_models/marl/mappo_history.csv
493,47,59.3486,0.9,4,2,86,86,1,12,2396.32,7,python-ai/saved_models/marl/mappo_history.csv
494,422,-4.5727,0.675,13,6,73,70,0,7,1915.69,13,python-ai/saved_models/marl/mappo_history.csv
495,387,-10.4858,0.65,14,5,69,67,0,7,1926.73,6,python-ai/saved_models/marl/mappo_history.csv
496,74,9.0889,0.725,11,6,72,72,0,15,2069.18,19,python-ai/saved_models/marl/mappo_history.csv
497,458,-32.0267,0.575,17,6,69,67,0,3,1691.3,12,python-ai/saved_models/marl/mappo_history.csv
498,46,24.1785,0.775,9,4,74,71,1,14,2209.94,17,python-ai/saved_models/marl/mappo_history.csv
499,417,19.4086,0.725,10,4,71,68,3,8,2079.69,6,python-ai/saved_models/marl/mappo_history.csv
500,72,14.1809,0.725,11,4,70,70,1,13,2117.25,18,python-ai/saved_models/marl/mappo_history.csv
501,278,-8.548,0.675,13,5,79,78,1,6,2022.64,27,python-ai/saved_models/marl/mappo_history.csv
502,120,32.9553,0.8,8,3,81,81,1,16,2314.87,14,python-ai/saved_models/marl/mappo_history.csv
503,52,10.7851,0.75,10,4,83,82,1,8,2055.35,29,python-ai/saved_models/marl/mappo_history.csv
504,326,-2.0018,0.675,13,5,70,70,0,11,2033.91,18,python-ai/saved_models/marl/mappo_history.csv
505,309,21.0729,0.725,8,3,77,77,6,7,2205.63,13,python-ai/saved_models/marl/mappo_history.csv
506,78,25.2681,0.75,9,2,81,81,2,14,2180.75,12,python-ai/saved_models/marl/mappo_history.csv
507,251,-4.9212,0.625,12,3,73,72,1,6,1926.12,10,python-ai/saved_models/marl/mappo_history.csv
508,75,5.192,0.675,11,6,74,74,0,8,2218.21,12,python-ai/saved_models/marl/mappo_history.csv
