nodeId,time,predicted_failure_risk,prediction_uncertainty
0,852.100000,0.059833,0.000000
1,852.100000,0.014524,0.000000
2,852.100000,0.059835,0.000000
3,852.100000,0.049284,0.000000
4,852.100000,0.844963,0.000000
5,852.100000,0.080386,0.000000
6,852.100000,0.111899,0.000000
7,852.100000,0.059838,0.000000
8,852.100000,0.059833,0.000000
9,852.100000,0.080386,0.000000
0,853.100000,0.059833,0.000000
1,853.100000,0.014524,0.000000
2,853.100000,0.059836,0.000000
3,853.100000,0.049282,0.000000
4,853.100000,0.844963,0.000000
5,853.100000,0.080387,0.000000
6,853.100000,0.088578,0.000000
7,853.100000,0.059839,0.000000
8,853.100000,0.059833,0.000000
9,853.100000,0.080385,0.000000
0,854.100000,0.059833,0.000000
1,854.100000,0.014525,0.000000
2,854.100000,0.059836,0.000000
3,854.100000,0.049274,0.000000
4,854.100000,0.844963,0.000000
5,854.100000,0.080385,0.000000
6,854.100000,0.070500,0.000000
7,854.100000,0.059838,0.000000
8,854.100000,0.059833,0.000000
9,854.100000,0.080386,0.000000
0,855.100000,0.059833,0.000000
1,855.100000,0.014526,0.000000
2,855.100000,0.059837,0.000000
3,855.100000,0.049278,0.000000
4,855.100000,0.844963,0.000000
5,855.100000,0.080386,0.000000
6,855.100000,0.058087,0.000000
7,855.100000,0.059838,0.000000
8,855.100000,0.059833,0.000000
9,855.100000,0.080386,0.000000
0,856.100000,0.059833,0.000000
1,856.100000,0.014527,0.000000
2,856.100000,0.059837,0.000000
3,856.100000,0.049267,0.000000
4,856.100000,0.844963,0.000000
5,856.100000,0.080385,0.000000
6,856.100000,0.621337,0.000000
7,856.100000,0.059838,0.000000
8,856.100000,0.059833,0.000000
9,856.100000,0.080386,0.000000
0,857.100000,0.059833,0.000000
1,857.100000,0.014532,0.000000
2,857.100000,0.059839,0.000000
3,857.100000,0.049272,0.000000
4,857.100000,0.844963,0.000000
5,857.100000,0.080385,0.000000
6,857.100000,0.049301,0.000000
7,857.100000,0.059838,0.000000
8,857.100000,0.059833,0.000000
9,857.100000,0.080386,0.000000
0,858.100000,0.059833,0.000000
1,858.100000,0.014539,0.000000
2,858.100000,0.059838,0.000000
3,858.100000,0.049276,0.000000
4,858.100000,0.844963,0.000000
5,858.100000,0.080385,0.000000
6,858.100000,0.049284,0.000000
7,858.100000,0.059839,0.000000
8,858.100000,0.059833,0.000000
9,858.100000,0.080387,0.000000
0,859.100000,0.059833,0.000000
1,859.100000,0.014576,0.000000
2,859.100000,0.059838,0.000000
3,859.100000,0.049266,0.000000
4,859.100000,0.844963,0.000000
5,859.100000,0.080385,0.000000
6,859.100000,0.049286,0.000000
7,859.100000,0.059839,0.000000
8,859.100000,0.059833,0.000000
9,859.100000,0.080385,0.000000
0,860.100000,0.080385,0.000000
1,860.100000,0.014602,0.000000
2,860.100000,0.080370,0.000000
3,860.100000,0.014576,0.000000
4,860.100000,0.669895,0.000000
5,860.100000,0.014564,0.000000
6,860.100000,0.042553,0.000000
7,860.100000,0.049089,0.000000
8,860.100000,0.049285,0.000000
9,860.100000,0.014579,0.000000
0,861.100000,0.080386,0.000000
1,861.100000,0.014616,0.000000
2,861.100000,0.080370,0.000000
3,861.100000,0.014582,0.000000
4,861.100000,0.059986,0.000000
5,861.100000,0.014553,0.000000
6,861.100000,0.042553,0.000000
7,861.100000,0.049090,0.000000
8,861.100000,0.049284,0.000000
9,861.100000,0.014581,0.000000
0,862.100000,0.080386,0.000000
1,862.100000,0.014613,0.000000
2,862.100000,0.080370,0.000000
3,862.100000,0.014584,0.000000
4,862.100000,0.059940,0.000000
5,862.100000,0.014546,0.000000
6,862.100000,0.042553,0.000000
7,862.100000,0.049090,0.000000
8,862.100000,0.049286,0.000000
9,862.100000,0.014591,0.000000
0,863.100000,0.080386,0.000000
1,863.100000,0.014603,0.000000
2,863.100000,0.080370,0.000000
3,863.100000,0.014569,0.000000
4,863.100000,0.059833,0.000000
5,863.100000,0.014568,0.000000
6,863.100000,0.042553,0.000000
7,863.100000,0.049090,0.000000
8,863.100000,0.049276,0.000000
9,863.100000,0.014570,0.000000
0,864.100000,0.080385,0.000000
1,864.100000,0.014593,0.000000
2,864.100000,0.080369,0.000000
3,864.100000,0.014574,0.000000
4,864.100000,0.059835,0.000000
5,864.100000,0.014577,0.000000
6,864.100000,0.042553,0.000000
7,864.100000,0.049091,0.000000
8,864.100000,0.049279,0.000000
9,864.100000,0.014561,0.000000
0,865.100000,0.080386,0.000000
1,865.100000,0.014579,0.000000
2,865.100000,0.080369,0.000000
3,865.100000,0.014592,0.000000
4,865.100000,0.059836,0.000000
5,865.100000,0.014573,0.000000
6,865.100000,0.042553,0.000000
7,865.100000,0.049091,0.000000
8,865.100000,0.049286,0.000000
9,865.100000,0.014567,0.000000
0,866.100000,0.080386,0.000000
1,866.100000,0.014553,0.000000
2,866.100000,0.080371,0.000000
3,866.100000,0.014582,0.000000
4,866.100000,0.059836,0.000000
5,866.100000,0.014558,0.000000
6,866.100000,0.042553,0.000000
7,866.100000,0.049092,0.000000
8,866.100000,0.049290,0.000000
9,866.100000,0.014594,0.000000
0,867.100000,0.080385,0.000000
1,867.100000,0.014548,0.000000
2,867.100000,0.080401,0.000000
3,867.100000,0.014565,0.000000
4,867.100000,0.059837,0.000000
5,867.100000,0.014559,0.000000
6,867.100000,0.042553,0.000000
7,867.100000,0.049092,0.000000
8,867.100000,0.049283,0.000000
9,867.100000,0.014604,0.000000
0,868.100000,0.080386,0.000000
1,868.100000,0.014586,0.000000
2,868.100000,0.080377,0.000000
3,868.100000,0.014557,0.000000
4,868.100000,0.059837,0.000000
5,868.100000,0.014569,0.000000
6,868.100000,0.042553,0.000000
7,868.100000,0.049092,0.000000
8,868.100000,0.049291,0.000000
9,868.100000,0.014609,0.000000
0,869.100000,0.080386,0.000000
1,869.100000,0.014582,0.000000
2,869.100000,0.080375,0.000000
3,869.100000,0.014574,0.000000
4,869.100000,0.059838,0.000000
5,869.100000,0.014567,0.000000
6,869.100000,0.042553,0.000000
7,869.100000,0.049093,0.000000
8,869.100000,0.049300,0.000000
9,869.100000,0.014598,0.000000
0,870.100000,0.014615,0.000000
1,870.100000,0.080386,0.000000
2,870.100000,0.185163,0.000000
3,870.100000,0.042553,0.000000
4,870.100000,0.080374,0.000000
5,870.100000,0.042553,0.000000
6,870.100000,0.080386,0.000000
7,870.100000,0.059839,0.000000
8,870.100000,0.042553,0.000000
9,870.100000,0.059833,0.000000
0,871.100000,0.014620,0.000000
1,871.100000,0.080386,0.000000
2,871.100000,0.142410,0.000000
3,871.100000,0.042553,0.000000
4,871.100000,0.080373,0.000000
5,871.100000,0.042553,0.000000
6,871.100000,0.080385,0.000000
7,871.100000,0.059849,0.000000
8,871.100000,0.042553,0.000000
9,871.100000,0.059833,0.000000
0,872.100000,0.014598,0.000000
1,872.100000,0.080386,0.000000
2,872.100000,0.111961,0.000000
3,872.100000,0.042553,0.000000
4,872.100000,0.080369,0.000000
5,872.100000,0.042553,0.000000
6,872.100000,0.080385,0.000000
7,872.100000,0.059846,0.000000
8,872.100000,0.042553,0.000000
9,872.100000,0.059833,0.000000
0,873.100000,0.014587,0.000000
1,873.100000,0.080385,0.000000
2,873.100000,0.088662,0.000000
3,873.100000,0.042553,0.000000
4,873.100000,0.080370,0.000000
5,873.100000,0.042553,0.000000
6,873.100000,0.080386,0.000000
7,873.100000,0.059846,0.000000
8,873.100000,0.042553,0.000000
9,873.100000,0.059834,0.000000
0,874.100000,0.014562,0.000000
1,874.100000,0.080386,0.000000
2,874.100000,0.070606,0.000000
3,874.100000,0.042553,0.000000
4,874.100000,0.080370,0.000000
5,874.100000,0.042553,0.000000
6,874.100000,0.080385,0.000000
7,874.100000,0.059846,0.000000
8,874.100000,0.042553,0.000000
9,874.100000,0.059833,0.000000
0,875.100000,0.014579,0.000000
1,875.100000,0.080385,0.000000
2,875.100000,0.058107,0.000000
3,875.100000,0.042553,0.000000
4,875.100000,0.080370,0.000000
5,875.100000,0.042553,0.000000
6,875.100000,0.080386,0.000000
7,875.100000,0.059847,0.000000
8,875.100000,0.042553,0.000000
9,875.100000,0.059834,0.000000
0,876.100000,0.014590,0.000000
1,876.100000,0.080386,0.000000
2,876.100000,0.621336,0.000000
3,876.100000,0.042553,0.000000
4,876.100000,0.080370,0.000000
5,876.100000,0.042553,0.000000
6,876.100000,0.080386,0.000000
7,876.100000,0.059847,0.000000
8,876.100000,0.042554,0.000000
9,876.100000,0.059833,0.000000
0,877.100000,0.014565,0.000000
1,877.100000,0.080386,0.000000
2,877.100000,0.049272,0.000000
3,877.100000,0.042553,0.000000
4,877.100000,0.080370,0.000000
5,877.100000,0.042553,0.000000
6,877.100000,0.080386,0.000000
7,877.100000,0.059846,0.000000
8,877.100000,0.042553,0.000000
9,877.100000,0.059833,0.000000
0,878.100000,0.014572,0.000000
1,878.100000,0.080386,0.000000
2,878.100000,0.049284,0.000000
3,878.100000,0.042553,0.000000
4,878.100000,0.080370,0.000000
5,878.100000,0.042553,0.000000
6,878.100000,0.080386,0.000000
7,878.100000,0.059845,0.000000
8,878.100000,0.042553,0.000000
9,878.100000,0.059833,0.000000
0,879.100000,0.014588,0.000000
1,879.100000,0.080386,0.000000
2,879.100000,0.049277,0.000000
3,879.100000,0.042553,0.000000
4,879.100000,0.080369,0.000000
5,879.100000,0.042553,0.000000
6,879.100000,0.080386,0.000000
7,879.100000,0.059844,0.000000
8,879.100000,0.042553,0.000000
9,879.100000,0.059833,0.000000
0,880.100000,0.042553,0.000000
1,880.100000,0.049292,0.000000
2,880.100000,0.014591,0.000000
3,880.100000,0.059833,0.000000
4,880.100000,0.049090,0.000000
5,880.100000,0.059833,0.000000
6,880.100000,0.014571,0.000000
7,880.100000,0.042553,0.000000
8,880.100000,0.080385,0.000000
9,880.100000,0.049297,0.000000
0,881.100000,0.042553,0.000000
1,881.100000,0.049281,0.000000
2,881.100000,0.014601,0.000000
3,881.100000,0.059833,0.000000
4,881.100000,0.049090,0.000000
5,881.100000,0.059833,0.000000
6,881.100000,0.014568,0.000000
7,881.100000,0.042553,0.000000
8,881.100000,0.080386,0.000000
9,881.100000,0.049301,0.000000
0,882.100000,0.042553,0.000000
1,882.100000,0.049281,0.000000
2,882.100000,0.014581,0.000000
3,882.100000,0.059833,0.000000
4,882.100000,0.049090,0.000000
5,882.100000,0.059834,0.000000
6,882.100000,0.014557,0.000000
7,882.100000,0.042553,0.000000
8,882.100000,0.080386,0.000000
9,882.100000,0.049296,0.000000
0,883.100000,0.042553,0.000000
1,883.100000,0.049293,0.000000
2,883.100000,0.014566,0.000000
3,883.100000,0.059833,0.000000
4,883.100000,0.049091,0.000000
5,883.100000,0.059833,0.000000
6,883.100000,0.014570,0.000000
7,883.100000,0.042553,0.000000
8,883.100000,0.080385,0.000000
9,883.100000,0.049306,0.000000
0,884.100000,0.042553,0.000000
1,884.100000,0.049290,0.000000
2,884.100000,0.014571,0.000000
3,884.100000,0.059833,0.000000
4,884.100000,0.049091,0.000000
5,884.100000,0.059833,0.000000
6,884.100000,0.014585,0.000000
7,884.100000,0.042553,0.000000
8,884.100000,0.080386,0.000000
9,884.100000,0.049307,0.000000
0,885.100000,0.042553,0.000000
1,885.100000,0.049283,0.000000
2,885.100000,0.014558,0.000000
3,885.100000,0.059834,0.000000
4,885.100000,0.049092,0.000000
5,885.100000,0.059833,0.000000
6,885.100000,0.014576,0.000000
7,885.100000,0.042553,0.000000
8,885.100000,0.080384,0.000000
9,885.100000,0.049301,0.000000
0,886.100000,0.042553,0.000000
1,886.100000,0.049288,0.000000
2,886.100000,0.014525,0.000000
3,886.100000,0.059833,0.000000
4,886.100000,0.049092,0.000000
5,886.100000,0.059833,0.000000
6,886.100000,0.014567,0.000000
7,886.100000,0.042553,0.000000
8,886.100000,0.080387,0.000000
9,886.100000,0.049296,0.000000
0,887.100000,0.042553,0.000000
1,887.100000,0.049284,0.000000
2,887.100000,0.014524,0.000000
3,887.100000,0.059833,0.000000
4,887.100000,0.049092,0.000000
5,887.100000,0.059833,0.000000
6,887.100000,0.014567,0.000000
7,887.100000,0.042554,0.000000
8,887.100000,0.080385,0.000000
9,887.100000,0.049299,0.000000
0,888.100000,0.042553,0.000000
1,888.100000,0.049275,0.000000
2,888.100000,0.014528,0.000000
3,888.100000,0.059833,0.000000
4,888.100000,0.049093,0.000000
5,888.100000,0.059833,0.000000
6,888.100000,0.014574,0.000000
7,888.100000,0.042553,0.000000
8,888.100000,0.080385,0.000000
9,888.100000,0.049296,0.000000
0,889.100000,0.042553,0.000000
1,889.100000,0.049292,0.000000
2,889.100000,0.014540,0.000000
3,889.100000,0.059833,0.000000
4,889.100000,0.049093,0.000000
5,889.100000,0.059833,0.000000
6,889.100000,0.014577,0.000000
7,889.100000,0.042553,0.000000
8,889.100000,0.080386,0.000000
9,889.100000,0.049290,0.000000
0,890.100000,0.049291,0.000000
1,890.100000,0.042553,0.000000
2,890.100000,0.042554,0.000000
3,890.100000,0.080385,0.000000
4,890.100000,0.059840,0.000000
5,890.100000,0.049290,0.000000
6,890.100000,0.059833,0.000000
7,890.100000,0.080386,0.000000
8,890.100000,0.014546,0.000000
9,890.100000,0.042553,0.000000
0,891.100000,0.049278,0.000000
1,891.100000,0.042553,0.000000
2,891.100000,0.042554,0.000000
3,891.100000,0.080386,0.000000
4,891.100000,0.059840,0.000000
5,891.100000,0.049290,0.000000
6,891.100000,0.059833,0.000000
7,891.100000,0.080386,0.000000
8,891.100000,0.014604,0.000000
9,891.100000,0.042553,0.000000
0,892.100000,0.049303,0.000000
1,892.100000,0.042553,0.000000
2,892.100000,0.042554,0.000000
3,892.100000,0.080386,0.000000
4,892.100000,0.059840,0.000000
5,892.100000,0.049300,0.000000
6,892.100000,0.059833,0.000000
7,892.100000,0.080385,0.000000
8,892.100000,0.014598,0.000000
9,892.100000,0.042553,0.000000
0,893.100000,0.049302,0.000000
1,893.100000,0.042553,0.000000
2,893.100000,0.042554,0.000000
3,893.100000,0.080386,0.000000
4,893.100000,0.059840,0.000000
5,893.100000,0.049284,0.000000
6,893.100000,0.059831,0.000000
7,893.100000,0.080386,0.000000
8,893.100000,0.014575,0.000000
9,893.100000,0.042553,0.000000
0,894.100000,0.049309,0.000000
1,894.100000,0.042553,0.000000
2,894.100000,0.042555,0.000000
3,894.100000,0.080386,0.000000
4,894.100000,0.059840,0.000000
5,894.100000,0.049274,0.000000
6,894.100000,0.059832,0.000000
7,894.100000,0.080386,0.000000
8,894.100000,0.014546,0.000000
9,894.100000,0.042553,0.000000
0,895.100000,0.049299,0.000000
1,895.100000,0.042553,0.000000
2,895.100000,0.042555,0.000000
3,895.100000,0.080386,0.000000
4,895.100000,0.059840,0.000000
5,895.100000,0.049270,0.000000
6,895.100000,0.059833,0.000000
7,895.100000,0.080387,0.000000
8,895.100000,0.014543,0.000000
9,895.100000,0.042553,0.000000
0,896.100000,0.049291,0.000000
1,896.100000,0.042553,0.000000
2,896.100000,0.042555,0.000000
3,896.100000,0.080385,0.000000
4,896.100000,0.059840,0.000000
5,896.100000,0.049282,0.000000
6,896.100000,0.059832,0.000000
7,896.100000,0.080385,0.000000
8,896.100000,0.014557,0.000000
9,896.100000,0.042553,0.000000
0,897.100000,0.049282,0.000000
1,897.100000,0.042553,0.000000
2,897.100000,0.042556,0.000000
3,897.100000,0.080387,0.000000
4,897.100000,0.059840,0.000000
5,897.100000,0.049276,0.000000
6,897.100000,0.059832,0.000000
7,897.100000,0.080386,0.000000
8,897.100000,0.014573,0.000000
9,897.100000,0.042553,0.000000
0,898.100000,0.049281,0.000000
1,898.100000,0.042553,0.000000
2,898.100000,0.042556,0.000000
3,898.100000,0.080385,0.000000
4,898.100000,0.059850,0.000000
5,898.100000,0.049316,0.000000
6,898.100000,0.059832,0.000000
7,898.100000,0.080386,0.000000
8,898.100000,0.014589,0.000000
9,898.100000,0.042553,0.000000
0,899.100000,0.049286,0.000000
1,899.100000,0.042553,0.000000
2,899.100000,0.042555,0.000000
3,899.100000,0.080385,0.000000
4,899.100000,0.059846,0.000000
5,899.100000,0.049315,0.000000
6,899.100000,0.059832,0.000000
7,899.100000,0.080385,0.000000
8,899.100000,0.014563,0.000000
9,899.100000,0.042553,0.000000
0,900.100000,0.059833,0.000000
1,900.100000,0.049296,0.000000
2,900.100000,0.059836,0.000000
3,900.100000,0.049285,0.000000
4,900.100000,0.014568,0.000000
5,900.100000,0.080384,0.000000
6,900.100000,0.621165,0.000000
7,900.100000,0.014596,0.000000
8,900.100000,0.059833,0.000000
9,900.100000,0.080385,0.000000
0,901.100000,0.059833,0.000000
1,901.100000,0.049288,0.000000
2,901.100000,0.059837,0.000000
3,901.100000,0.049282,0.000000
4,901.100000,0.014595,0.000000
5,901.100000,0.080386,0.000000
6,901.100000,0.621258,0.000000
7,901.100000,0.014584,0.000000
8,901.100000,0.059833,0.000000
9,901.100000,0.080386,0.000000
0,902.100000,0.059833,0.000000
1,902.100000,0.049288,0.000000
2,902.100000,0.059837,0.000000
3,902.100000,0.049289,0.000000
4,902.100000,0.014610,0.000000
5,902.100000,0.080386,0.000000
6,902.100000,0.621251,0.000000
7,902.100000,0.014559,0.000000
8,902.100000,0.059833,0.000000
9,902.100000,0.080386,0.000000
0,903.100000,0.059833,0.000000
1,903.100000,0.049287,0.000000
2,903.100000,0.059841,0.000000
3,903.100000,0.049280,0.000000
4,903.100000,0.014610,0.000000
5,903.100000,0.080386,0.000000
6,903.100000,0.621241,0.000000
7,903.100000,0.014549,0.000000
8,903.100000,0.059833,0.000000
9,903.100000,0.080386,0.000000
0,904.100000,0.059834,0.000000
1,904.100000,0.049281,0.000000
2,904.100000,0.059842,0.000000
3,904.100000,0.049282,0.000000
4,904.100000,0.014602,0.000000
5,904.100000,0.080386,0.000000
6,904.100000,0.621244,0.000000
7,904.100000,0.014577,0.000000
8,904.100000,0.059833,0.000000
9,904.100000,0.080385,0.000000
0,905.100000,0.059833,0.000000
1,905.100000,0.049285,0.000000
2,905.100000,0.059844,0.000000
3,905.100000,0.049272,0.000000
4,905.100000,0.014593,0.000000
5,905.100000,0.080385,0.000000
6,905.100000,0.621260,0.000000
7,905.100000,0.014567,0.000000
8,905.100000,0.059833,0.000000
9,905.100000,0.080385,0.000000
0,906.100000,0.059833,0.000000
1,906.100000,0.049278,0.000000
2,906.100000,0.059846,0.000000
3,906.100000,0.049282,0.000000
4,906.100000,0.014581,0.000000
5,906.100000,0.080386,0.000000
6,906.100000,0.621272,0.000000
7,906.100000,0.014565,0.000000
8,906.100000,0.059833,0.000000
9,906.100000,0.080386,0.000000
0,907.100000,0.059833,0.000000
1,907.100000,0.049280,0.000000
2,907.100000,0.059849,0.000000
3,907.100000,0.049284,0.000000
4,907.100000,0.014564,0.000000
5,907.100000,0.080385,0.000000
6,907.100000,0.621279,0.000000
7,907.100000,0.014579,0.000000
8,907.100000,0.059833,0.000000
9,907.100000,0.080385,0.000000
0,908.100000,0.059833,0.000000
1,908.100000,0.049283,0.000000
2,908.100000,0.059859,0.000000
3,908.100000,0.049285,0.000000
4,908.100000,0.014562,0.000000
5,908.100000,0.080386,0.000000
6,908.100000,0.621283,0.000000
7,908.100000,0.014570,0.000000
8,908.100000,0.059833,0.000000
9,908.100000,0.080386,0.000000
0,909.100000,0.059833,0.000000
1,909.100000,0.049299,0.000000
2,909.100000,0.679934,0.000000
3,909.100000,0.049278,0.000000
4,909.100000,0.014565,0.000000
5,909.100000,0.080384,0.000000
6,909.100000,0.609399,0.000000
7,909.100000,0.014565,0.000000
8,909.100000,0.059833,0.000000
9,909.100000,0.080385,0.000000
0,910.100000,0.080385,0.000000
1,910.100000,0.049288,0.000000
2,910.100000,0.948093,0.000000
3,910.100000,0.014560,0.000000
4,910.100000,0.042553,0.000000
5,910.100000,0.014564,0.000000
6,910.100000,0.015943,0.000000
7,910.100000,0.059834,0.000000
8,910.100000,0.049290,0.000000
9,910.100000,0.014555,0.000000
0,911.100000,0.080385,0.000000
1,911.100000,0.049285,0.000000
2,911.100000,0.948107,0.000000
3,911.100000,0.014572,0.000000
4,911.100000,0.042553,0.000000
5,911.100000,0.014567,0.000000
6,911.100000,0.015933,0.000000
7,911.100000,0.059833,0.000000
8,911.100000,0.049282,0.000000
9,911.100000,0.014572,0.000000
0,912.100000,0.080387,0.000000
1,912.100000,0.049283,0.000000
2,912.100000,0.948123,0.000000
3,912.100000,0.014565,0.000000
4,912.100000,0.042553,0.000000
5,912.100000,0.014576,0.000000
6,912.100000,0.015933,0.000000
7,912.100000,0.059833,0.000000
8,912.100000,0.049307,0.000000
9,912.100000,0.014583,0.000000
0,913.100000,0.080385,0.000000
1,913.100000,0.049278,0.000000
2,913.100000,0.948116,0.000000
3,913.100000,0.014560,0.000000
4,913.100000,0.042553,0.000000
5,913.100000,0.014590,0.000000
6,913.100000,0.015929,0.000000
7,913.100000,0.059833,0.000000
8,913.100000,0.049298,0.000000
9,913.100000,0.014573,0.000000
0,914.100000,0.080386,0.000000
1,914.100000,0.049298,0.000000
2,914.100000,0.948100,0.000000
3,914.100000,0.014570,0.000000
4,914.100000,0.042553,0.000000
5,914.100000,0.014555,0.000000
6,914.100000,0.015921,0.000000
7,914.100000,0.059833,0.000000
8,914.100000,0.049284,0.000000
9,914.100000,0.014571,0.000000
0,915.100000,0.080386,0.000000
1,915.100000,0.049299,0.000000
2,915.100000,0.948101,0.000000
3,915.100000,0.014574,0.000000
4,915.100000,0.042553,0.000000
5,915.100000,0.014545,0.000000
6,915.100000,0.015928,0.000000
7,915.100000,0.059833,0.000000
8,915.100000,0.049286,0.000000
9,915.100000,0.014563,0.000000
0,916.100000,0.080385,0.000000
1,916.100000,0.049291,0.000000
2,916.100000,0.948108,0.000000
3,916.100000,0.014572,0.000000
4,916.100000,0.042553,0.000000
5,916.100000,0.014544,0.000000
6,916.100000,0.015884,0.000000
7,916.100000,0.059833,0.000000
8,916.100000,0.049287,0.000000
9,916.100000,0.014574,0.000000
0,917.100000,0.080386,0.000000
1,917.100000,0.049283,0.000000
2,917.100000,0.948110,0.000000
3,917.100000,0.014563,0.000000
4,917.100000,0.042553,0.000000
5,917.100000,0.014553,0.000000
6,917.100000,0.015822,0.000000
7,917.100000,0.059833,0.000000
8,917.100000,0.049295,0.000000
9,917.100000,0.014588,0.000000
0,918.100000,0.080385,0.000000
1,918.100000,0.049276,0.000000
2,918.100000,0.948115,0.000000
3,918.100000,0.014559,0.000000
4,918.100000,0.042553,0.000000
5,918.100000,0.014568,0.000000
6,918.100000,0.015821,0.000000
7,918.100000,0.059833,0.000000
8,918.100000,0.049283,0.000000
9,918.100000,0.014574,0.000000
0,919.100000,0.080386,0.000000
1,919.100000,0.049279,0.000000
2,919.100000,0.948116,0.000000
3,919.100000,0.014559,0.000000
4,919.100000,0.042553,0.000000
5,919.100000,0.014581,0.000000
6,919.100000,0.014596,0.000000
7,919.100000,0.059833,0.000000
8,919.100000,0.049287,0.000000
9,919.100000,0.014571,0.000000
0,920.100000,0.014561,0.000000
1,920.100000,0.059833,0.000000
2,920.100000,0.621226,0.000000
3,920.100000,0.042553,0.000000
4,920.100000,0.059833,0.000000
5,920.100000,0.042553,0.000000
6,920.100000,0.042553,0.000000
7,920.100000,0.049300,0.000000
8,920.100000,0.042553,0.000000
9,920.100000,0.059833,0.000000
0,921.100000,0.014559,0.000000
1,921.100000,0.059833,0.000000
2,921.100000,0.621226,0.000000
3,921.100000,0.042553,0.000000
4,921.100000,0.059833,0.000000
5,921.100000,0.042553,0.000000
6,921.100000,0.042553,0.000000
7,921.100000,0.049301,0.000000
8,921.100000,0.042553,0.000000
9,921.100000,0.059833,0.000000
0,922.100000,0.014564,0.000000
1,922.100000,0.059833,0.000000
2,922.100000,0.621227,0.000000
3,922.100000,0.042553,0.000000
4,922.100000,0.059833,0.000000
5,922.100000,0.042553,0.000000
6,922.100000,0.042553,0.000000
7,922.100000,0.049291,0.000000
8,922.100000,0.042554,0.000000
9,922.100000,0.059833,0.000000
0,923.100000,0.014567,0.000000
1,923.100000,0.059833,0.000000
2,923.100000,0.620897,0.000000
3,923.100000,0.042553,0.000000
4,923.100000,0.059833,0.000000
5,923.100000,0.042553,0.000000
6,923.100000,0.042553,0.000000
7,923.100000,0.049281,0.000000
8,923.100000,0.042553,0.000000
9,923.100000,0.059833,0.000000
0,924.100000,0.014564,0.000000
1,924.100000,0.059833,0.000000
2,924.100000,0.580066,0.000000
3,924.100000,0.042553,0.000000
4,924.100000,0.059833,0.000000
5,924.100000,0.042553,0.000000
6,924.100000,0.042553,0.000000
7,924.100000,0.049286,0.000000
8,924.100000,0.042553,0.000000
9,924.100000,0.059834,0.000000
0,925.100000,0.014556,0.000000
1,925.100000,0.059833,0.000000
2,925.100000,0.561230,0.000000
3,925.100000,0.042553,0.000000
4,925.100000,0.059833,0.000000
5,925.100000,0.042553,0.000000
6,925.100000,0.042553,0.000000
7,925.100000,0.049282,0.000000
8,925.100000,0.042553,0.000000
9,925.100000,0.059833,0.000000
0,926.100000,0.014578,0.000000
1,926.100000,0.059833,0.000000
2,926.100000,0.538257,0.000000
3,926.100000,0.042553,0.000000
4,926.100000,0.059833,0.000000
5,926.100000,0.042553,0.000000
6,926.100000,0.042553,0.000000
7,926.100000,0.049284,0.000000
8,926.100000,0.042553,0.000000
9,926.100000,0.059833,0.000000
0,927.100000,0.014583,0.000000
1,927.100000,0.059833,0.000000
2,927.100000,0.521438,0.000000
3,927.100000,0.042553,0.000000
4,927.100000,0.059833,0.000000
5,927.100000,0.042553,0.000000
6,927.100000,0.042553,0.000000
7,927.100000,0.049285,0.000000
8,927.100000,0.042553,0.000000
9,927.100000,0.059833,0.000000
0,928.100000,0.014572,0.000000
1,928.100000,0.059833,0.000000
2,928.100000,0.514933,0.000000
3,928.100000,0.042553,0.000000
4,928.100000,0.059833,0.000000
5,928.100000,0.042553,0.000000
6,928.100000,0.042553,0.000000
7,928.100000,0.049281,0.000000
8,928.100000,0.042553,0.000000
9,928.100000,0.059833,0.000000
0,929.100000,0.014580,0.000000
1,929.100000,0.059833,0.000000
2,929.100000,0.508384,0.000000
3,929.100000,0.042553,0.000000
4,929.100000,0.059833,0.000000
5,929.100000,0.042553,0.000000
6,929.100000,0.042553,0.000000
7,929.100000,0.049288,0.000000
8,929.100000,0.042553,0.000000
9,929.100000,0.059833,0.000000
0,930.100000,0.042553,0.000000
1,930.100000,0.080387,0.000000
2,930.100000,0.016652,0.000000
3,930.100000,0.059833,0.000000
4,930.100000,0.080385,0.000000
5,930.100000,0.059833,0.000000
6,930.100000,0.080368,0.000000
7,930.100000,0.042553,0.000000
8,930.100000,0.080386,0.000000
9,930.100000,0.049296,0.000000
0,931.100000,0.042553,0.000000
1,931.100000,0.080385,0.000000
2,931.100000,0.016364,0.000000
3,931.100000,0.059833,0.000000
4,931.100000,0.080385,0.000000
5,931.100000,0.059833,0.000000
6,931.100000,0.080368,0.000000
7,931.100000,0.042553,0.000000
8,931.100000,0.080386,0.000000
9,931.100000,0.049294,0.000000
0,932.100000,0.042553,0.000000
1,932.100000,0.080386,0.000000
2,932.100000,0.016165,0.000000
3,932.100000,0.059834,0.000000
4,932.100000,0.080386,0.000000
5,932.100000,0.059833,0.000000
6,932.100000,0.080368,0.000000
7,932.100000,0.042553,0.000000
8,932.100000,0.080386,0.000000
9,932.100000,0.049284,0.000000
0,933.100000,0.042553,0.000000
1,933.100000,0.080386,0.000000
2,933.100000,0.014596,0.000000
3,933.100000,0.059833,0.000000
4,933.100000,0.080385,0.000000
5,933.100000,0.059833,0.000000
6,933.100000,0.080368,0.000000
7,933.100000,0.042553,0.000000
8,933.100000,0.080386,0.000000
9,933.100000,0.049280,0.000000
0,934.100000,0.042553,0.000000
